Token,POS
.,ZE
,
RAPPORTE,NSM
,
Inligting,NM
wat,PB
in,SVS
Rapporte,NSM
moet,VTUOM
Verskyn,VTHOO
,
Onderwysers,NSM
moet,VTUOM
aanspreeklik,ASP
teenoor,SVS
leerders,NSM
",",ZM
ouers,NSM
",",ZM
die,LB
onderwysstelsel,NSE
en,KN
die,LB
gemeenskap,NSE
as,KO
'n,LO
geheel,NSE
wees,VTHOK
wanneer,PB
hulle,PDMP
leerders,NSM
assesseer,VTHOG
.,ZE
,
Dit,PDOENP
vind,VTHOO
deur,SVS
rapportering,NA
plaas,UPW
.,ZE
,
Benewens,SVS
skriftelike,ASA
rapporte,NSM
kan,VTUOM
mondelinge,ASA
of,KN
praktiese,ASA
aanbiedings,NSM
en,KN
uitstallings,NSM
van,SVS
leerders,NSM
se,UPS
werk,NA
ook,BS
gebruik,VTHOG
word,VTUOP
.,ZE
,
Elke,PO
rapport,NSE
of,KN
verslag,NSE
oor,SVS
'n,LO
leerder,NSE
se,UPS
algehele,ASA
vordering,NA
behoort,VTUOM
inligting,NM
in,UPW
te,UPI
sluit,VTHOG
oor,SVS
:,ZM
,
die,LB
leer,NA
wat,PB
plaasgevind,VVHOO
het,VUOT
;,ZM
,
die,LB
leerder,NSE
se,UPS
bevoegdhede,NSM
;,ZM
,
ondersteuning,NA
wat,PB
nodig,ASP
is,VTHOK
;,ZM
,
opbouende,ASA
terugvoering,NA
",",ZM
wat,PB
kommentaar,NSE
oor,SVS
die,LB
leerder,NSE
se,UPS
prestasie,NSE
in,SVS
verhouding,NSE
tot,SVS
klasmaats,NSM
en,KN
die,LB
leerder,NSE
se,UPS
vorige,ASA
prestasie,NSE
ten,SVS
opsigte,NSM
van,SVS
die,LB
vereistes,NSM
van,SVS
die,LB
leerprogramme,NSM
of,KN
leerareas,NSM
behoort,VTUOM
te,UPI
bevat,VTHOG
.,ZE
,
Rapportering,NA
aan,SVS
ouers,NSM
behoort,VTUOM
op,SVS
'n,LO
gereelde,ASA
grondslag,NSE
plaas,UPW
te,UPI
vind,VTHOO
ten,SVS
einde,NSE
hul,PDMB
betrokkenheid,NA
en,KN
deelname,NA
aan,UPW
te,UPI
moedig,VTHOG
.,ZE
,
Onderwysers,NSM
moet,VTUOM
aan,SVS
die,LB
einde,NSE
van,SVS
elke,PO
kwartaal,NSE
formele,ASA
rapporte,NSM
of,KN
verslagkaarte,NSM
vir,SVS
rapportering,NA
gebruik,VTHOG
.,ZE
,
Dit,PDOENP
sal,VTUOM
gewoonlik,BS
nie,BS
moontlik,ASP
wees,VTHOK
om,SVS
inligting,NM
oor,SVS
prestasie,NSE
in,SVS
elke,PO
leeruitkoms,NSE
te,UPI
gee,VTHOG
nie,UPO
.,ZE
,
Rapporte,NSM
behoort,VTUOM
egter,BS
inligting,NM
oor,SVS
prestasie,NSE
in,SVS
elke,PO
leerarea,NSE
of,KN
leerprogram,NSE
(,ZPL
in,SVS
die,LB
geval,NSE
van,SVS
die,LB
Grondslagfase,NSE
),ZPR
te,UPI
verskaf,VTHOG
.,ZE
,
Rapporte,NSM
/,RS
Verslagkaarte,NSM
,
Die,LB
minimum,ASA
vereistes,NSM
vir,SVS
'n,LO
rapport,NSE
is,VTHOK
:,ZM
,
Basiese,ASA
inligting,NM
,
naam,NSE
van,SVS
skool,NSE
;,ZM
,
naam,NSE
van,SVS
leerder,NSE
;,ZM
,
graad,NSE
van,SVS
leerder,NSE
;,ZM
,
geboortedatum,NSE
van,SVS
leerder,NSE
;,ZM
,
jaar,NSE
en,KN
kwartaal,NSE
;,ZM
,
handtekening,NSE
van,SVS
ouer,NSE
of,KN
voog,NSE
en,KN
datum,NSE
;,ZM
,
handtekening,NSE
van,SVS
onderwyser,NSE
en,KN
datum,NSE
;,ZM
,
handtekening,NSE
van,SVS
skoolhoof,NSE
en,KN
datum,NSE
;,ZM
,
datum,NSE
wanneer,PB
skool,NSE
sluit,VTHOO
en,KN
heropen,VTHOO
;,ZM
,
skoolstempel,NSE
;,ZM
,
skoolbywoningsprofiel,NSE
;,ZM
,
verduideliking,NSE
van,SVS
die,LB
kodes,NSM
van,SVS
die,LB
nasionale,ASA
koderingstelsel,NSE
.,ZE
,
Sterk,ASA
punte,NSM
en,KN
behoeftes,NSM
,
Gee,VTHOG
'n,LO
beskrywing,NSE
van,SVS
die,LB
leerder,NSE
se,UPS
sterk,ASA
punte,NSM
en,KN
ontwikkelingsbehoeftes,NSM
of,KN
areas,NSM
wat,PB
ondersteuning,NA
in,SVS
elke,PO
leerarea,NSE
of,KN
leerprogram,NSE
benodig,VTHOG
.,ZE
,
Gebruik,VTHOG
die,LB
nasionale,ASA
koderingstelsel,NSE
om,SVS
prestasie,NSE
teen,SVS
die,LB
assesseringstandaarde,NSM
en,KN
in,SVS
die,LB
leeruitkomste,NSM
wat,PB
tot,SVS
dusver,BS
gedek,VVHOG
is,VVUOP
",",ZM
te,UPI
evalueer,VTHOG
-,ZM
dit,PDOENP
is,VTHOK
nie,BS
nodig,ASP
om,SVS
'n,LO
kode,NSE
vir,SVS
elke,PO
leeruitkoms,NSE
te,UPI
gee,VTHOG
nie,UPO
.,ZE
,
In,SVS
die,LB
rapport,NSE
aan,SVS
die,LB
einde,NSE
van,SVS
die,LB
jaar,NSE
moet,VTUOM
die,LB
leerder,NSE
se,UPS
algehele,ASA
prestasie,NSE
in,SVS
die,LB
leerareas,NSM
getoon,VVHOG
word,VTUOP
.,ZE
,
Kommentaar,NSE
op,SVS
elke,PO
leerarea,NSE
of,KN
leerprogram,NSE
,
Lewer,VTHOG
kommentaar,NSE
op,SVS
elke,PO
leerarea,NSE
of,KN
leerprogram,NSE
",",ZM
spesifiek,BS
in,SVS
die,LB
geval,NSE
van,SVS
leerders,NSM
wat,PB
die,LB
vereistes,NSM
oortref,VTHOG
het,VUOT
of,KN
ondersteuning,NA
benodig,VTHOG
.,ZE
,
Kommentaar,NSE
op,SVS
spesifieke,ASA
sterk,ASA
punte,NSM
of,KN
areas,NSM
wat,PB
ondersteuning,NA
benodig,VTHOG
",",ZM
behoort,VTUOM
met,SVS
die,LB
assessering-standaarde,NSM
geskakel,VVHOG
te,UPI
word,VTUOP
.,ZE
,
Hierdie,PA
kommentaar,NSE
sal,VTUOM
ouers,NSM
",",ZM
leerders,NSM
en,KN
ander,ASA
opvoeders,NSM
in,SVS
staat,NSE
stel,VTHOO
om,SVS
te,UPI
begryp,VTHOG
watter,PB
ondersteuning,NA
die,LB
leerder,NSE
benodig,VTHOG
.,ZE
,
'n,LO
Veeartsenyinvoerpermit,NSE
is,VTHOK
nodig,ASP
om,SVS
diere,NSM
of,KN
diereprodukte,NSM
in,SVS
Suid-Afrika,NEE
in,UPW
te,UPI
voer,VTHOG
.,ZE
,
Daar,UXD
bestaan,VTHOG
invoerprotokolle,NSM
vir,SVS
diere,NSM
en,KN
diereprodukte,NSM
.,ZE
,
Kry,VTHOG
die,LB
jongste,AOA
gesondheidsvereistes,NSM
by,SVS
die,LB
Direktoraat,NSE
Dieregesondheid,NA
aangesien,KO
die,LB
vereistes,NSM
gereeld,BS
verander,VTHOO
.,ZE
,
Vul,VTHOG
die,LB
aansoekvorm,NSE
in,UPW
.,ZE
,
Kontak,VTHOG
die,LB
Direktoraat,NSE
Dieregesondheid,NA
as,KO
jy,PTENP
nie,BS
seker,ASP
is,VTHOK
watter,PB
vorm,NSE
om,SVS
in,UPW
te,UPI
vul,VTHOG
nie,UPO
.,ZE
,
Betaal,VTHOG
die,LB
permitfooi,NSE
in,SVS
die,LB
Departement,NSE
se,UPS
bankrekening,NSE
in,UPW
:,ZM
,
Naam,NSE
van,SVS
bank,NSE
,
Naam,NSE
van,SVS
rekeninghouer,NSE
,
Rekeningnommer,NSE
,
Tak,NSE
,
Taknaam,NSE
,
Belangrik,ASP
:,ZM
Gebruik,VTHOG
die,LB
invoerder,NSE
se,UPS
naam,NSE
en,KN
van,NSE
as,KO
verwysing,NSE
.,ZE
,
Let,VTHOO
wel,BS
:,ZM
Die,LB
invoerder,NSE
moet,VTUOM
sowel,KO
die,LB
binnelandse,ASA
as,KO
die,LB
buitelandse,ASA
bankkoste,NSE
betaal,VTHOG
die,LB
departement,NSE
sal,VTUOM
nie,BS
'n,LO
permit,NSE
uitreik,VTHSG
voor,SVS
die,LB
volle,ASA
bedrag,NSE
ontvang,VTHOG
is,VVUOP
nie,UPO
.,ZE
,
Jy,PTENP
kan,VTUOM
'n,LO
tjek,NSE
wat,PB
aan,SVS
die,LB
Direkteur-generaal,NSE
:,ZM
Landbou,NM
uitgemaak,VVHOG
is,VVUOP
aan,SVS
die,LB
aansoekvorm,NSE
vasgeheg,VTHSG
en,KN
dit,PDOENP
na,SVS
die,LB
adres,NSE
by,SVS
kontakbesonderhede,NSM
toe,SVS
pos,VTHOG
.,ZE
,
Jy,PTENP
kan,VTUOM
ook,BS
betaal,VTHOO
by,SVS
een,THAB
van,UPD
die,LB
kantore,NSM
van,SVS
die,LB
Departement,NSE
van,SVS
Landbou,NM
wat,PB
onder,SVS
kontakbesonderhede,NSM
gelys,VVHOG
is,VVUOP
.,ZE
,
As,KO
jy,PTENP
namens,SVS
iemand,PO
anders,ASP
aansoek,NSE
doen,VTHOG
",",ZM
moet,VTUOM
jy,PTENP
seker,BS
maak,VTHOO
dat,KO
jy,PTENP
die,LB
inbetaling,NSE
onder,SVS
daardie,PA
persoon,NSE
of,KN
maatskappy,NSE
se,UPS
naam,NSE
doen,VTHOG
.,ZE
,
Geen,THAB
aansoek,NSE
sal,VTUOM
geprosesseer,VVHOG
word,VTUOP
sonder,SVS
bewys,NSE
van,SVS
betaling,NSE
nie,UPO
.,ZE
,
Bewys,NSE
van,SVS
betaling,NSE
moet,VTUOM
na,SVS
0123298292,NEE
gefaks,VVHOG
word,VTUOP
.,ZE
,
Merk,VTHOG
dit,PDOENP
asseblief,BS
Vir,SVS
aandag,NA
:,ZM
Ina,NEE
Labuschagne,NEE
.,ZE
,
Pos,VTHOG
die,LB
vorms,NSM
aan,SVS
:,ZM
,
Die,LB
Direkteur,NSE
:,ZM
Dieregesondheid,NA
,
Beleidseenheid,NSE
vir,SVS
Invoer,NA
en,KN
Uitvoer,NA
,
Privaat,ASA
sak,NSE
X138,RS
,
Pretoria,NEE
,
0001,RS
,
of,KN
Faks,VTHOG
die,LB
vorms,NSM
na,SVS
:,ZM
0123298292,NEE
,
Meld,VTHOG
asseblief,BS
op,SVS
die,LB
aansoekvorm,NSE
of,KO
die,LB
permit,NSE
afgehaal,VVHOG
sal,VTUOM
word,VTUOP
en,KN
of,KO
dit,PDOENP
aan,SVS
jou,PTEB
gepos,VVHOG
moet,VTUOM
word,VTUOP
.,ZE
,
In,SVS
gevalle,NSM
waar,PB
diere,NSM
onder,SVS
kwarantyn,NA
geplaas,VVHOG
moet,VTUOM
word,VTUOP
",",ZM
moet,VTUOM
die,LB
invoerder,NSE
die,LB
kwarantynbeampte,NSE
by,SVS
die,LB
plek,NSE
van,SVS
binnekoms,NA
kontak,VTHOG
:,ZM
,
Johannesburg,NEE
Tel,RA
:,ZM
0119732827,NEE
of,KN
Faks,NSE
:,ZM
0119732828,NEE
,
Kaapstad,NEE
Tel,RA
:,ZM
0215512050,NEE
of,KN
Faks,NSE
:,ZM
0215511378,NEE
,
Die,LB
kwarantynstasie,NSE
in,SVS
Durban,NEE
is,VTHOK
tans,BS
nie,BS
in,SVS
bedryf,NA
nie,UPO
",",ZM
maar,KN
jy,PTENP
kan,VTUOM
inligting,NM
verkry,VTHOG
deur,SVS
die,LB
kantoor,NSE
te,UPI
skakel,VTHOG
by,SVS
Tel,RA
:,ZM
0313686011,NEE
of,KN
'n,LO
Faks,NSE
:,ZM
0313377469,NEE
te,UPI
stuur,VTHOG
.,ZE
,
Die,LB
kwarantynbeampte,NSE
sal,VTUOM
die,LB
bespreking,NSE
van,SVS
akkommodasie,NA
by,SVS
die,LB
kwarantynstasie,NSE
reël,VTHOG
en,KN
die,LB
toepaslike,ASA
deel,NSE
van,SVS
die,LB
aansoekvorm,NSE
invul,VTHSG
.,ZE
,
Dit,PDOENP
sal,VTUOM
dan,BS
teruggefaks,VVHOG
word,VTUOP
na,SVS
die,LB
permitkantoor,NSE
",",ZM
wat,PB
die,LB
betrokke,ASA
invoerpermit,NSE
sal,VTUOM
uitreik,VTHSG
.,ZE
,
'n,LO
Vrywaringsverklaring,NSE
(,ZPL
vir,SVS
ingevoerde,ASA
diere,NSM
of,KN
voëls,NSM
wat,PB
onder,SVS
kwarantyn,NA
is,VTHOK
),ZPR
moet,VTUOM
ingevul,VVHOG
en,KN
aan,UPW
die,LB
aansoekvorm,NSE
geheg,VVHOG
word,VTUOP
.,ZE
,
Hierdie,PA
vrywaringsverklaringvorm,NSE
is,VTHOK
ook,BS
by,SVS
die,LB
permitkantoor,NSE
te,UPI
kry,VTHOG
.,ZE
,
By,SVS
ontvangs,NA
van,SVS
die,LB
ingevulde,ASA
aansoekvorm,NSE
sal,VTUOM
'n,LO
veterinêre,ASA
invoerpermit,NSE
en,KN
'n,LO
veeartsenygesondheidsertifikaat,NSE
uitgereik,VVHOG
en,KN
regstreeks,BS
aan,SVS
jou,PTEB
gepos,VVHOG
word,VTUOP
.,ZE
,
Die,LB
veeartsenygesondheidsertifikaat,NSE
moet,VTUOM
binne,SVS
10,RS
dae,NSM
voor,SVS
vertrek,NA
in,SVS
Engels,NEE
ingevul,VVHOG
word,VTUOP
deur,SVS
'n,LO
veearts,NSE
wat,PB
deur,SVS
die,LB
veeartsenybestuur,NSE
van,SVS
die,LB
land,NSE
van,SVS
uitvoer,NA
daartoe,PB
gemagtig,VVHOG
is,VVUOP
.,ZE
,
As,KO
jy,PTENP
enige,PO
inligting,NM
oor,SVS
die,LB
presiese,ASA
vereistes,NSM
vir,SVS
'n,LO
spesifieke,ASA
dier,NSE
of,KN
diereproduk,NSE
nodig,BS
het,VTHOO
",",ZM
kan,VTUOM
jy,PTENP
voorbeelde,NSM
van,SVS
die,LB
veeartsenyinvoerpermit,NSE
en,KN
die,LB
veeartseny,NA
gesondheidsertifikaat,NSE
by,SVS
die,LB
permitkantoor,NSE
kry,VTHOG
.,ZE
,
Die,LB
volgende,NA
moet,VTUOM
by,SVS
die,LB
plek,NSE
van,SVS
binnekoms,NA
aan,SVS
die,LB
Suid-Afrikaanse,ASA
veeartseny-invoerbeampte,NSE
voorgelê,VVHOG
word,VTUOP
:,ZM
,
oorspronklike,ASA
veeartsenyinvoerpermit,NSE
,
oorspronklike,ASA
veeartsenygesondheidsertifikaat,NSE
,
enige,PO
ander,ASA
vereiste,ASA
dokumentasie,NM
",",ZM
soos,UPV
'n,LO
vrywaringsverklaring,NSE
en,KN
'n,LO
sertifikaat,NSE
van,SVS
inenting,NSE
teen,SVS
hondsdolheid,NM
.,ZE
,
Wanneer,PB
nat,ASA
of,KN
droë,ASA
huide,NSM
en,KN
velle,NSM
en,KN
trofeë,NSM
ingevoer,VVHOG
word,VTUOP
",",ZM
moet,VTUOM
die,LB
aansoekvorm,NSE
bevestig,VTHOG
word,VTUOP
deur,SVS
die,LB
staatsveearts,NSE
in,SVS
die,LB
gebied,NSE
waar,PB
die,LB
goedgekeurde,ASA
fasiliteit,NSE
geleë,ASP
is,VTHOK
.,ZE
,
Die,LB
betrokke,ASA
staatsveearts,NSE
moet,VTUOM
die,LB
aansoekvorm,NSE
met,SVS
'n,LO
handtekening,NSE
bekragtig,VTHOG
en,KN
dan,BS
stempel,VTHOG
",",ZM
voordat,KO
dit,PDOENP
aan,SVS
die,LB
permitkantoor,NSE
teruggefaks,VVHOG
word,VTHOK
.,ZE
,
Die,LB
permitkantoor,NSE
sal,VTUOM
eers,BS
by,SVS
ontvangs,NA
van,SVS
hierdie,PA
vorm,NSE
'n,LO
invoerpermit,NSE
uitreik,VTHSG
.,ZE
,
Wannneer,PB
lewende,ASA
plaasdiere,NSM
soos,UPV
beeste,NSM
",",ZM
skape,NSM
",",ZM
bokke,NSM
en,KN
perde,NSM
(,ZPL
nie,BS
katte,NSM
of,KN
honde,NSM
nie,UPO
),ZPR
ingevoer,VVHOG
word,VTUOP
",",ZM
moet,VTUOM
jy,PTENP
'n,LO
diereverbeteringspermit,NSE
kry,VTHOG
voor,SVS
'n,LO
veeartsenyinvoerpermit,NSE
uitgereik,VVHOG
kan,VTUOM
word,VTUOP
.,ZE
,
Albei,THAB
hierdie,PA
oorspronklike,ASA
permitte,NSM
moet,VTUOM
by,SVS
die,LB
plek,NSE
van,SVS
binnekoms,NA
aan,SVS
die,LB
veeartsenybeampte,NSE
voorgelê,VVHOG
word,VTUOP
",",ZM
saam,BS
met,SVS
die,LB
oorspronklike,ASA
veeartsenygesondheidsertifikaat,NSE
wat,PB
deur,SVS
die,LB
land,NSE
van,SVS
uitvoer,NA
uitgereik,VVHOG
is,VVUOP
.,ZE
,
Entstowwe,NSM
vir,SVS
dieregebruik,NA
mag,VTUOM
slegs,BS
na,SVS
Suid-Afrika,NEE
ingevoer,VVHOG
en,KN
versprei,VTHOG
of,KN
verkoop,VTHOG
word,VTUOP
as,KO
hulle,PDMP
ingevolge,SVS
die,LB
Wet,NSE
op,SVS
Misstowwe,NSM
",",ZM
Veevoedsel,NM
",",ZM
Landboumiddels,NSM
en,KN
Veemiddels,NSM
",",ZM
1947,RS
(,ZPL
Wet,NSE
36,RS
van,SVS
1947,RS
),ZPR
geregistreer,VVHOG
is,VVUOP
.,ZE
,
Om,SVS
'n,LO
entstof,NSE
in,UPW
te,UPI
voer,VTHOG
wat,PB
vir,SVS
diere,NSM
gebruik,VTHOG
word,VTUOP
",",ZM
moet,VTUOM
jy,PTENP
'n,LO
invoerpermit,NSE
van,SVS
die,LB
Direktoraat,NSE
Dieregesondheid,NA
bekom,VTHOG
.,ZE
,
Hierdie,PA
permit,NSE
is,VTHOK
vir,SVS
'n,LO
beperkte,ASA
tydperk,NSE
en,KN
vir,SVS
slegs,BS
een,THAB
besending,NSE
geldig,ASP
.,ZE
,
As,KO
jy,PTENP
'n,LO
ongeregistreerde,ASA
entstof,NSE
vir,SVS
proewe,NSM
na,SVS
Suid-Afrika,NEE
wil,VTUOM
invoer,VTHSG
",",ZM
moet,VTUOM
jy,PTENP
twee,THAB
permitte,NSM
hê,VTHOG
.,ZE
,
Een,THAB
permit,NSE
is,VTHOK
van,SVS
die,LB
Registrateur,NSE
van,SVS
Wet,NSE
36,RS
van,SVS
1947,RS
",",ZM
en,KN
die,LB
ander,PO
van,SVS
die,LB
Direktoraat,NSE
Dieregesondheid,NA
.,ZE
,
Die,LB
aansoek,NSE
om,SVS
die,LB
permit,NSE
van,SVS
die,LB
Registrateur,NSE
van,SVS
Wet,NSE
36,RS
van,SVS
1947,RS
moet,VTUOM
vergesel,VTHOG
word,VTUOP
van,SVS
die,LB
volledige,ASA
voorgestelde,ASA
proefprotokol,NSE
.,ZE
,
Die,LB
Direktoraat,NSE
Dieregesondheid,NA
reik,VTHOG
eers,BS
'n,LO
permit,NSE
uit,UPW
wanneer,PB
hulle,PDMP
'n,LO
afskrif,NSE
ontvang,VTHOG
van,SVS
die,LB
permit,NSE
wat,PB
deur,SVS
die,LB
Registrateur,NSE
van,SVS
Wet,NSE
36,RS
van,SVS
1947,RS
uitgereik,VVHOG
is,VVUOP
.,ZE
,
'n,LO
Entstof,NSE
wat,PB
vir,SVS
proewe,NSM
ingevoer,VVHOG
word,VTUOP
",",ZM
mag,VTUOM
nie,BS
verkoop,VTHOG
word,VTUOP
nie,UPO
.,ZE
,
In,SVS
'n,LO
noodsituasie,NSE
waar,PB
'n,LO
siekte,NSE
uitbreek,VTHSO
en,KN
geen,THBB
geregistreerde,ASA
entstof,NSE
in,SVS
die,LB
land,NSE
beskikbaar,ASP
is,VTHOK
nie,UPO
",",ZM
kan,VTUOM
dit,PDOENP
nodig,ASP
wees,VTHOK
om,SVS
'n,LO
ongeregistreerde,ASA
entstof,NSE
te,UPI
gebruik,VTHOG
.,ZE
,
Dan,BS
moet,VTUOM
jy,PTENP
",",ZM
as,KO
'n,LO
voornemende,ASA
invoerder,NSE
",",ZM
by,SVS
die,LB
Medisynebeheerraad,NSE
aansoek,NSE
doen,VTHOG
om,SVS
'n,LO
Artikel,NSE
21-vrystelling,NSE
ingevolge,SVS
die,LB
Wet,NSE
op,SVS
Medisyne,NM
en,KN
Verwante,ASA
Stowwe,NSM
",",ZM
1997,RS
(,ZPL
Wet,NSE
101,RS
van,SVS
1965,RS
",",ZM
soos,UPV
gewysig,VVHOG
deur,SVS
Wet,NSE
90,RS
van,SVS
1997,RS
),ZPR
.,ZE
,
Jy,PTENP
moet,VTUOM
ook,BS
van,SVS
die,LB
Direktoraat,NSE
Dieregesondheid,NA
'n,LO
invoerpermit,NSE
kry,VTHOG
om,SVS
die,LB
entstof,NSE
in,SVS
die,LB
land,NSE
in,UPW
te,UPI
bring,VTHOG
.,ZE
,
Hulle,PDMP
reik,VTHOG
slegs,BS
hierdie,PA
permit,NSE
uit,UPW
sodra,KO
jy,PTENP
toestemming,NA
by,SVS
die,LB
Medisynebeheerraad,NSE
verkry,VTHOG
het,VUOT
en,KN
bewys,NSE
van,SVS
daardie,PA
toestemming,NA
aan,SVS
hulle,PDMP
voorgelê,VVHOG
het,VUOT
.,ZE
,
In,SVS
hierdie,PA
geval,NSE
mag,VTUOM
die,LB
ongeregistreerde,ASA
entstof,NSE
vir,SVS
'n,LO
beperkte,ASA
tydperk,NSE
verkoop,VTHOG
word,VTUOP
totdat,KO
registrasie,NSE
verkry,VTHOG
is,VVUOP
.,ZE
,
As,KO
die,LB
entstof,NSE
nie,BS
geregistreer,VVHOG
is,VVUOP
nie,UPO
en,KN
in,SVS
'n,LO
proef,NSE
gebruik,VTHOG
gaan,VTUOM
word,VTUOP
",",ZM
moet,VTUOM
jy,PTENP
'n,LO
dekbrief,NSE
op,SVS
die,LB
briefhoofpapier,NM
van,SVS
jou,PTEB
maatskappy,NSE
aan,SVS
die,LB
Registrateur,NSE
van,SVS
Wet,NSE
36,RS
van,SVS
1947,RS
stuur,VTHOG
om,SVS
'n,LO
invoerpermit,NSE
aan,UPW
te,UPI
vra,VTHOG
.,ZE
,
Jou,PTEB
brief,NSE
moet,VTUOM
inligting,NM
oor,SVS
die,LB
volgende,NA
bevat,VTHOG
:,ZM
,
die,LB
hoeveelheid,NSE
of,KN
hoeveelhede,NSM
,
die,LB
naam,NSE
van,SVS
die,LB
produk,NSE
,
die,LB
aktiewe,ASA
bestanddeel,NSE
of,KN
bestanddele,NSM
",",ZM
insluitende,SVS
die,LB
konsentrasie(s),NSE
daarvan,PB
,
die,LB
land,NSE
van,SVS
oorsprong,NA
,
die,LB
vervaardiger,NSE
,
die,LB
lotnommer,NSE
wat,PB
ingevoer,VVHOG
word,VTUOP
,
'n,LO
Blad,NSE
met,SVS
tegniese,ASA
data,NM
of,KN
'n,LO
etiket,NSE
(,ZPL
in,SVS
Engels,NEE
),ZPR
met,SVS
die,LB
registrasienommer,NSE
van,SVS
die,LB
beheerraad,NSE
van,SVS
die,LB
land,NSE
waar,PB
die,LB
produk,NSE
geregistreer,VVHOG
is,VVUOP
,
die,LB
plek,NSE
van,SVS
binnekoms,NA
,
wanneer,PB
die,LB
produk,NSE
benodig,VTHOG
word,VTUOP
,
die,LB
feit,NSE
dat,KO
dit,PDOENP
bedoel,VTHOG
is,VVUOP
vir,SVS
proefnemings,NSM
vir,SVS
die,LB
registrasie,NSE
van,SVS
veemiddels,NSM
,
die,LB
produk,NSE
se,UPS
registrasiestatus,NSE
elders,BS
(,ZPL
dit,PDOENP
wil,VTUOM
sê,VTHOG
waar,PB
dit,PDOENP
geregistreer,VVHOG
is,VVUOP
),ZPR
,
'n,LO
Gedetailleerde,ASA
proefprotokol,NSE
(,ZPL
volgens,SVS
die,LB
VICH,RL
GCP-vereistes,NSM
),ZPR
met,SVS
inligting,NM
oor,SVS
verwagte,ASA
begindatum(s),NSE
spesiale,ASA
aandag,NA
aan,SVS
die,LB
uiteinde,NA
van,SVS
voedsel,NM
wat,PB
van,SVS
voedselproduserende,ASA
diere,NSM
bekom,VTHOG
word,VTUOP
(,ZPL
byvoorbeeld,BS
"""",ZPL
daar,UXD
sal,VTUOM
daarmee,PB
weggedoen,VVHOG
word,VTUOP
"""",ZPR
),ZPR
en,KN
aanspreeklikheid,NA
oor,SVS
medisyne,NM
.,ZE
,
'n,LO
Veeartseny-invoerpermit,NSE
is,VTHOK
nodig,ASP
om,SVS
suiwelprodukte,NSM
na,SVS
Suid-Afrika,NEE
in,UPW
te,UPI
voer,VTHOG
of,KN
hulle,PDMP
deur,SVS
die,LB
land,NSE
te,UPI
vervoer,VTHOG
.,ZE
,
Invoerpermitte,NSM
is,VTHOK
vir,SVS
'n,LO
beperkte,ASA
tyd,NSE
en,KN
slegs,BS
vir,SVS
een,THAB
besending,NSE
geldig,ASP
.,ZE
,
Doen,VTHOG
minstens,BS
ses,THAB
weke,NSM
",",ZM
maar,KN
hoogstens,BS
agt,THAB
weke,NSM
voor,SVS
jou,PTEB
beoogde,ASA
handeling,NSE
aansoek,NSE
om,SVS
'n,LO
permit,NSE
.,ZE
,
Vul,VTHOG
die,LB
aansoekvorm,NSE
in,UPW
.,ZE
,
As,KO
die,LB
produkte,NSM
in,SVS
transito,RV
deur,SVS
Suid-Afrika,NEE
vervoer,VTHOG
word,VTUOP
",",ZM
moet,VTUOM
jy,PTENP
'n,LO
afskrif,NSE
van,SVS
die,LB
veeartseny-invoerpermit,NSE
van,SVS
die,LB
land,NSE
van,SVS
eindbestemming,NSE
saam,BS
met,SVS
die,LB
aansoek,NSE
om,SVS
'n,LO
Suid-Afrikaanse,ASA
veeartseny-transitopermit,NSE
indien,VTHSG
.,ZE
,
Betaal,VTHOG
die,LB
permitfooi,NSE
in,SVS
die,LB
Departement,NSE
van,SVS
Landbou,NM
se,UPS
bankrekening,NSE
in,UPW
:,ZM
,
Naam,NSE
van,SVS
bank,NSE
,
Naam,NSE
van,SVS
rekeninghouer,NSE
,
Rekeningnommer,NSE
,
Tak,NSE
,
Taknaam,NSE
,
Let,VTHOO
wel,BS
:,ZM
Die,LB
invoerder,NSE
is,VTHOK
vir,SVS
sowel,KO
binnelandse,ASA
as,KO
buitelandse,ASA
bankkoste,NSE
aanspreeklik,ASP
die,LB
Departement,NSE
sal,VTUOM
nie,BS
'n,LO
permit,NSE
uitreik,VTHSG
voor,SVS
die,LB
volle,ASA
bedrag,NSE
betaal,VTHOG
is,VVUOP
nie,UPO
.,ZE
,
Jy,PTENP
kan,VTUOM
'n,LO
tjek,NSE
wat,PB
aan,SVS
die,LB
Direkteur-Generaal,NSE
:,ZM
Landbou,NM
uitgemaak,VVHOG
is,VVUOP
aan,SVS
die,LB
aansoekvorm,NSE
vasheg,VTHSG
en,KN
dit,PDOENP
na,SVS
die,LB
adres,NSE
pos,VTHOG
wat,PB
hieronder,PB
verskyn,VTHOO
.,ZE
,
Jy,PTENP
kan,VTUOM
ook,BS
by,SVS
die,LB
kantoor,NSE
van,SVS
die,LB
Departement,NSE
van,SVS
Landbou,NM
betaal,VTHOO
(,ZPL
kyk,VTHOG
"""",ZPR
Plek,NSE
en,KN
kontakbesonderhede,NSM
"""",ZPL
hieronder,PB
),ZPR
.,ZE
,
As,KO
jy,PTENP
namens,SVS
iemand,PO
anders,ASP
aansoek,NSE
doen,VTHOG
",",ZM
moet,VTUOM
jy,PTENP
sorg,VTHOG
die,LB
betaling,NSE
onder,SVS
daardie,PA
persoon,NSE
se,UPS
naam,NSE
of,KN
maatskappynaam,NSE
geskied,VTHOO
.,ZE
,
Geen,THAB
aansoek,NSE
sal,VTUOM
sonder,SVS
bewys,NSE
van,SVS
betaling,NSE
